Id,Expected
2108,neutral
2109,neutral
2110,disgust
2111,surprise
2112,neutral
2113,sadness
2114,sadness
2115,neutral
2116,neutral
2117,anger
2118,anger
2119,surprise
2120,neutral
2121,joy
2122,neutral
2123,neutral
2124,non-neutral
2125,neutral
2126,neutral
2127,neutral
2128,non-neutral
2129,joy
2130,surprise
2131,neutral
2132,neutral
2133,non-neutral
2134,non-neutral
2135,joy
2136,surprise
2137,anger
2138,surprise
2139,non-neutral
2140,neutral
2141,neutral
2142,joy
2143,surprise
2144,surprise
2145,neutral
2146,neutral
2147,neutral
2148,non-neutral
2149,neutral
2150,neutral
2151,surprise
2152,neutral
2153,surprise
2154,surprise
2155,neutral
2156,neutral
2157,non-neutral
2158,neutral
2159,neutral
2160,anger
2161,neutral
2162,neutral
2163,neutral
2164,joy
2165,joy
2166,fear
2167,fear
2168,non-neutral
2169,non-neutral
2170,disgust
2171,joy
2172,neutral
2173,surprise
2174,neutral
2175,neutral
2176,neutral
2177,neutral
2178,neutral
2179,non-neutral
2180,neutral
2181,neutral
2182,sadness
2183,joy
2184,neutral
2185,non-neutral
2186,non-neutral
2187,joy
2188,surprise
2189,non-neutral
2190,non-neutral
2191,neutral
2192,neutral
2193,neutral
2194,neutral
2195,neutral
2196,neutral
2197,surprise
2198,neutral
2199,fear
2200,joy
2201,neutral
2202,neutral
2203,neutral
2204,neutral
2205,neutral
2206,surprise
2207,joy
2208,neutral
2209,neutral
2210,surprise
2211,neutral
2212,sadness
2213,sadness
2214,surprise
2215,anger
2216,neutral
2217,neutral
2218,neutral
2219,surprise
2220,neutral
2221,surprise
2222,neutral
2223,neutral
2224,neutral
2225,neutral
2226,neutral
2227,neutral
2228,surprise
2229,neutral
2230,neutral
2231,neutral
2232,neutral
2233,neutral
2234,non-neutral
2235,non-neutral
2236,non-neutral
2237,neutral
2238,non-neutral
2239,sadness
2240,neutral
2241,non-neutral
2242,neutral
2243,neutral
2244,sadness
2245,neutral
2246,neutral
2247,neutral
2248,surprise
2249,neutral
2250,sadness
2251,neutral
2252,joy
2253,neutral
2254,joy
2255,neutral
2256,neutral
2257,neutral
2258,non-neutral
2259,joy
2260,neutral
2261,neutral
2262,disgust
2263,neutral
2264,neutral
2265,surprise
2266,neutral
2267,surprise
2268,neutral
2269,joy
2270,non-neutral
2271,neutral
2272,surprise
2273,neutral
2274,neutral
2275,anger
2276,neutral
2277,surprise
2278,neutral
2279,neutral
2280,surprise
2281,neutral
2282,neutral
2283,neutral
2284,anger
2285,anger
2286,anger
2287,neutral
2288,neutral
2289,neutral
2290,non-neutral
2291,joy
2292,neutral
2293,neutral
2294,non-neutral
2295,neutral
2296,neutral
2297,neutral
2298,joy
2299,neutral
2300,neutral
2301,neutral
2302,joy
2303,neutral
2304,non-neutral
2305,joy
2306,neutral
2307,non-neutral
2308,sadness
2309,surprise
2310,disgust
2311,neutral
2312,neutral
2313,non-neutral
2314,neutral
2315,non-neutral
2316,neutral
2317,surprise
2318,neutral
2319,neutral
2320,surprise
2321,neutral
2322,neutral
2323,joy
2324,surprise
2325,surprise
2326,neutral
2327,surprise
2328,neutral
2329,neutral
2330,neutral
2331,neutral
2332,neutral
2333,joy
2334,joy
2335,surprise
2336,neutral
2337,neutral
2338,neutral
2339,neutral
2340,neutral
2341,surprise
2342,joy
2343,neutral
2344,surprise
2345,neutral
2346,neutral
2347,neutral
2348,joy
2349,neutral
2350,neutral
2351,non-neutral
2352,neutral
2353,surprise
2354,neutral
2355,joy
2356,neutral
2357,neutral
2358,non-neutral
2359,surprise
2360,neutral
2361,neutral
2362,neutral
2363,joy
2364,joy
2365,joy
2366,surprise
2367,neutral
2368,surprise
2369,neutral
2370,neutral
2371,neutral
2372,neutral
2373,neutral
2374,neutral
2375,non-neutral
2376,non-neutral
2377,non-neutral
2378,neutral
2379,anger
2380,non-neutral
2381,non-neutral
2382,sadness
2383,neutral
2384,neutral
2385,neutral
2386,neutral
2387,non-neutral
2388,surprise
2389,neutral
2390,non-neutral
2391,neutral
2392,neutral
2393,neutral
2394,neutral
2395,non-neutral
2396,neutral
2397,neutral
2398,neutral
2399,non-neutral
2400,non-neutral
2401,neutral
2402,sadness
2403,non-neutral
2404,non-neutral
2405,neutral
2406,joy
2407,neutral
2408,neutral
2409,surprise
2410,disgust
2411,joy
2412,neutral
2413,neutral
2414,neutral
2415,joy
2416,neutral
2417,neutral
2418,neutral
2419,surprise
2420,neutral
2421,neutral
2422,neutral
2423,neutral
2424,surprise
2425,sadness
2426,surprise
2427,neutral
2428,neutral
2429,neutral
2430,neutral
2431,neutral
2432,neutral
2433,neutral
2434,anger
2435,joy
2436,neutral
2437,joy
2438,neutral
2439,neutral
2440,non-neutral
2441,neutral
2442,non-neutral
2443,sadness
2444,non-neutral
2445,non-neutral
2446,joy
2447,non-neutral
2448,neutral
2449,non-neutral
2450,sadness
2451,non-neutral
2452,sadness
2453,joy
2454,surprise
2455,neutral
2456,non-neutral
2457,neutral
2458,surprise
2459,joy
2460,neutral
2461,neutral
2462,non-neutral
2463,neutral
2464,neutral
2465,neutral
2466,surprise
2467,non-neutral
2468,surprise
2469,non-neutral
2470,neutral
2471,sadness
2472,neutral
2473,non-neutral
2474,neutral
2475,non-neutral
2476,neutral
2477,joy
2478,surprise
2479,neutral
2480,neutral
2481,neutral
2482,neutral
2483,non-neutral
2484,neutral
2485,neutral
2486,neutral
2487,neutral
2488,neutral
2489,sadness
2490,neutral
2491,neutral
2492,non-neutral
2493,neutral
2494,neutral
2495,non-neutral
2496,neutral
2497,neutral
2498,sadness
2499,neutral
2500,neutral
2501,sadness
2502,surprise
2503,neutral
2504,neutral
2505,neutral
2506,neutral
2507,joy
2508,neutral
2509,neutral
2510,joy
2511,neutral
2512,sadness
2513,joy
2514,joy
2515,joy
2516,disgust
2517,sadness
2518,neutral
2519,neutral
2520,sadness
2521,neutral
2522,joy
2523,anger
2524,neutral
2525,surprise
2526,non-neutral
2527,sadness
2528,neutral
2529,neutral
2530,neutral
2531,sadness
2532,neutral
2533,non-neutral
2534,sadness
2535,neutral
2536,surprise
2537,surprise
2538,neutral
2539,neutral
2540,joy
2541,neutral
2542,joy
2543,non-neutral
2544,neutral
2545,non-neutral
2546,neutral
2547,surprise
2548,neutral
2549,joy
2550,anger
2551,neutral
2552,surprise
2553,neutral
2554,joy
2555,joy
2556,fear
2557,neutral
2558,disgust
2559,surprise
2560,neutral
2561,neutral
2562,non-neutral
2563,neutral
2564,neutral
2565,neutral
2566,neutral
2567,neutral
2568,neutral
2569,neutral
2570,non-neutral
2571,disgust
2572,surprise
2573,joy
2574,neutral
2575,neutral
2576,disgust
2577,neutral
2578,non-neutral
2579,neutral
2580,neutral
2581,non-neutral
2582,non-neutral
2583,joy
2584,sadness
2585,neutral
2586,neutral
2587,non-neutral
2588,sadness
2589,neutral
2590,non-neutral
2591,neutral
2592,neutral
2593,joy
2594,surprise
2595,surprise
2596,neutral
2597,anger
2598,non-neutral
2599,neutral
2600,joy
2601,neutral
2602,sadness
2603,neutral
2604,neutral
2605,non-neutral
2606,neutral
2607,surprise
2608,surprise
2609,sadness
2610,neutral
2611,surprise
2612,neutral
2613,joy
2614,neutral
2615,non-neutral
2616,joy
2617,neutral
2618,neutral
2619,anger
2620,neutral
2621,neutral
2622,anger
2623,neutral
2624,fear
2625,surprise
2626,non-neutral
2627,neutral
2628,surprise
2629,neutral
2630,surprise
2631,surprise
2632,surprise
2633,joy
2634,neutral
2635,neutral
2636,neutral
2637,neutral
2638,sadness
2639,surprise
2640,non-neutral
2641,non-neutral
2642,surprise
2643,neutral
2644,non-neutral
2645,joy
2646,non-neutral
2647,neutral
2648,neutral
2649,neutral
2650,anger
2651,anger
2652,anger
2653,anger
2654,anger
2655,non-neutral
2656,non-neutral
2657,neutral
2658,neutral
2659,neutral
2660,neutral
2661,neutral
2662,neutral
2663,non-neutral
2664,disgust
2665,joy
2666,joy
2667,surprise
2668,surprise
2669,joy
2670,neutral
2671,neutral
2672,non-neutral
2673,neutral
2674,surprise
2675,neutral
2676,non-neutral
2677,surprise
2678,surprise
2679,non-neutral
2680,disgust
2681,sadness
2682,neutral
2683,non-neutral
2684,neutral
2685,neutral
2686,neutral
2687,neutral
2688,neutral
2689,neutral
2690,joy
2691,joy
2692,surprise
2693,neutral
2694,neutral
2695,surprise
2696,surprise
2697,neutral
2698,neutral
2699,neutral
2700,non-neutral
2701,non-neutral
2702,neutral
2703,neutral
2704,neutral
2705,neutral
2706,neutral
2707,neutral
2708,disgust
2709,non-neutral
2710,anger
2711,surprise
2712,sadness
2713,neutral
2714,neutral
2715,neutral
2716,surprise
2717,neutral
2718,neutral
2719,neutral
2720,neutral
2721,neutral
2722,disgust
2723,joy
2724,fear
2725,neutral
2726,neutral
2727,neutral
2728,non-neutral
2729,non-neutral
2730,joy
2731,neutral
2732,neutral
2733,surprise
2734,neutral
2735,joy
2736,joy
2737,neutral
2738,neutral
2739,surprise
2740,neutral
2741,neutral
2742,neutral
2743,sadness
2744,sadness
2745,neutral
2746,sadness
2747,joy
2748,joy
2749,neutral
2750,neutral
2751,neutral
2752,anger
2753,surprise
2754,neutral
2755,neutral
2756,neutral
2757,non-neutral
2758,anger
2759,joy
2760,non-neutral
2761,anger
2762,non-neutral
2763,neutral
2764,neutral
2765,joy
2766,surprise
2767,non-neutral
2768,surprise
2769,neutral
2770,joy
2771,neutral
2772,neutral
2773,joy
2774,surprise
2775,neutral
2776,neutral
2777,neutral
2778,neutral
2779,sadness
2780,neutral
2781,neutral
2782,neutral
2783,neutral
2784,surprise
2785,anger
2786,neutral
2787,neutral
2788,sadness
2789,neutral
2790,joy
2791,neutral
2792,neutral
2793,neutral
2794,fear
2795,neutral
2796,neutral
2797,non-neutral
2798,surprise
2799,surprise
2800,neutral
2801,sadness
2802,neutral
2803,neutral
2804,neutral
2805,neutral
2806,neutral
2807,neutral
2808,surprise
2809,joy
2810,neutral
2811,surprise
2812,neutral
2813,non-neutral
2814,joy
2815,neutral
2816,joy
2817,neutral
2818,neutral
2819,surprise
2820,neutral
2821,surprise
2822,neutral
2823,non-neutral
2824,neutral
2825,neutral
2826,non-neutral
2827,surprise
2828,non-neutral
2829,neutral
2830,surprise
2831,neutral
2832,neutral
2833,neutral
2834,neutral
2835,neutral
2836,surprise
2837,neutral
2838,neutral
2839,surprise
2840,surprise
2841,neutral
2842,neutral
2843,non-neutral
2844,surprise
2845,neutral
2846,non-neutral
2847,neutral
2848,neutral
2849,non-neutral
2850,neutral
2851,surprise
2852,neutral
2853,neutral
2854,non-neutral
2855,joy
2856,non-neutral
2857,sadness
2858,non-neutral
2859,non-neutral
2860,neutral
2861,anger
2862,neutral
2863,neutral
2864,neutral
2865,neutral
2866,neutral
2867,non-neutral
2868,neutral
2869,neutral
2870,neutral
2871,neutral
2872,non-neutral
2873,non-neutral
2874,anger
2875,disgust
2876,joy
2877,neutral
2878,neutral
2879,neutral
2880,neutral
2881,neutral
2882,neutral
2883,neutral
2884,neutral
2885,non-neutral
2886,non-neutral
2887,joy
2888,joy
2889,neutral
2890,neutral
2891,joy
2892,joy
2893,neutral
2894,neutral
2895,neutral
2896,neutral
2897,neutral
2898,sadness
2899,neutral
2900,neutral
2901,neutral
2902,neutral
2903,neutral
2904,neutral
2905,neutral
2906,neutral
2907,neutral
2908,joy
2909,anger
2910,surprise
2911,neutral
2912,surprise
2913,neutral
2914,neutral
2915,surprise
2916,neutral
2917,surprise
2918,neutral
2919,neutral
2920,neutral
2921,neutral
2922,sadness
2923,neutral
2924,non-neutral
2925,joy
2926,neutral
2927,joy
2928,joy
2929,neutral
2930,fear
2931,joy
2932,neutral
2933,non-neutral
2934,joy
2935,surprise
2936,neutral
2937,non-neutral
2938,non-neutral
2939,neutral
2940,neutral
2941,joy
2942,neutral
2943,anger
2944,neutral
2945,neutral
2946,sadness
2947,neutral
2948,joy
2949,non-neutral
2950,surprise
2951,surprise
2952,non-neutral
2953,joy
2954,neutral
2955,neutral
2956,anger
2957,neutral
2958,anger
2959,neutral
2960,joy
2961,neutral
2962,surprise
2963,neutral
2964,neutral
2965,disgust
2966,non-neutral
2967,neutral
2968,joy
2969,non-neutral
2970,neutral
2971,neutral
2972,neutral
2973,joy
2974,non-neutral
2975,neutral
2976,neutral
2977,neutral
2978,disgust
2979,disgust
2980,surprise
2981,non-neutral
2982,neutral
2983,neutral
2984,surprise
2985,non-neutral
2986,surprise
2987,sadness
2988,joy
2989,neutral
2990,neutral
2991,neutral
2992,neutral
2993,neutral
2994,neutral
2995,neutral
2996,neutral
2997,disgust
2998,neutral
2999,surprise
3000,neutral
3001,joy
3002,surprise
3003,anger
3004,neutral
3005,neutral
3006,neutral
3007,neutral
3008,neutral
3009,neutral
3010,neutral
3011,non-neutral
3012,neutral
3013,surprise
3014,neutral
3015,non-neutral
3016,neutral
3017,anger
3018,fear
3019,surprise
3020,disgust
3021,neutral
3022,neutral
3023,neutral
3024,neutral
3025,neutral
3026,neutral
3027,neutral
3028,neutral
3029,anger
3030,neutral
3031,non-neutral
3032,neutral
3033,sadness
3034,neutral
3035,neutral
3036,non-neutral
3037,non-neutral
3038,neutral
3039,surprise
3040,neutral
3041,surprise
3042,non-neutral
3043,neutral
3044,neutral
3045,neutral
3046,disgust
3047,neutral
3048,neutral
3049,sadness
3050,neutral
3051,non-neutral
3052,surprise
3053,neutral
3054,neutral
3055,non-neutral
3056,non-neutral
3057,non-neutral
3058,joy
3059,surprise
3060,neutral
3061,non-neutral
3062,non-neutral
3063,joy
3064,neutral
3065,neutral
3066,neutral
3067,anger
3068,neutral
3069,neutral
3070,neutral
3071,neutral
3072,fear
3073,neutral
3074,neutral
3075,neutral
3076,surprise
3077,non-neutral
3078,surprise
3079,joy
3080,joy
3081,non-neutral
3082,joy
3083,neutral
3084,neutral
3085,neutral
3086,joy
3087,surprise
3088,surprise
3089,neutral
3090,neutral
3091,non-neutral
3092,surprise
3093,non-neutral
3094,neutral
3095,joy
3096,neutral
3097,neutral
3098,joy
3099,neutral
3100,surprise
3101,surprise
3102,neutral
3103,neutral
3104,surprise
3105,surprise
3106,surprise
3107,neutral
3108,non-neutral
3109,neutral
3110,surprise
3111,non-neutral
3112,surprise
3113,neutral
3114,non-neutral
3115,surprise
3116,neutral
3117,neutral
3118,neutral
3119,anger
3120,neutral
3121,neutral
3122,neutral
3123,neutral
3124,neutral
3125,neutral
3126,neutral
3127,neutral
3128,neutral
3129,neutral
3130,neutral
3131,surprise
3132,neutral
3133,neutral
3134,neutral
3135,neutral
3136,neutral
3137,joy
3138,neutral
3139,neutral
3140,neutral
3141,neutral
3142,neutral
3143,neutral
3144,neutral
3145,neutral
3146,neutral
3147,neutral
3148,joy
3149,neutral
3150,neutral
3151,disgust
3152,neutral
3153,disgust
3154,neutral
3155,non-neutral
3156,non-neutral
3157,neutral
3158,non-neutral
3159,anger
3160,non-neutral
3161,neutral
3162,neutral
3163,neutral
3164,non-neutral
3165,neutral
3166,neutral
3167,neutral
3168,neutral
3169,surprise
3170,non-neutral
3171,neutral
3172,neutral
3173,neutral
3174,neutral
3175,joy
3176,disgust
3177,disgust
3178,joy
3179,joy
3180,neutral
3181,neutral
3182,joy
3183,neutral
3184,neutral
3185,neutral
3186,non-neutral
3187,disgust
3188,neutral
3189,neutral
3190,non-neutral
3191,joy
3192,neutral
3193,non-neutral
3194,neutral
3195,neutral
3196,neutral
3197,neutral
3198,neutral
3199,neutral
3200,neutral
3201,neutral
3202,neutral
3203,joy
3204,neutral
3205,non-neutral
3206,neutral
3207,surprise
3208,neutral
3209,non-neutral
3210,neutral
3211,neutral
3212,non-neutral
3213,sadness
3214,non-neutral
3215,neutral
3216,neutral
3217,neutral
3218,neutral
3219,surprise
3220,neutral
3221,anger
3222,neutral
3223,non-neutral
3224,neutral
3225,neutral
3226,fear
3227,neutral
3228,neutral
3229,neutral
3230,sadness
3231,neutral
3232,non-neutral
3233,non-neutral
3234,fear
3235,neutral
3236,non-neutral
3237,surprise
3238,neutral
3239,non-neutral
3240,non-neutral
3241,surprise
3242,neutral
3243,neutral
3244,neutral
3245,neutral
3246,neutral
3247,neutral
3248,neutral
3249,neutral
3250,neutral
3251,joy
3252,neutral
3253,neutral
3254,non-neutral
3255,surprise
3256,non-neutral
3257,neutral
3258,neutral
3259,neutral
3260,neutral
3261,neutral
3262,neutral
3263,neutral
3264,sadness
3265,non-neutral
3266,neutral
3267,non-neutral
3268,surprise
3269,neutral
3270,surprise
3271,joy
3272,neutral
3273,joy
3274,surprise
3275,neutral
3276,neutral
3277,neutral
3278,neutral
3279,surprise
3280,surprise
3281,surprise
3282,neutral
3283,non-neutral
3284,neutral
3285,neutral
3286,neutral
3287,neutral
3288,neutral
3289,neutral
3290,joy
3291,neutral
3292,neutral
3293,neutral
3294,neutral
3295,neutral
